d1,type,d2
DB05266,1,DB08931
DB00391,1,DB00831
DB00333,1,DB01151
DB02703,1,DB06626
DB00476,1,DB00682
DB01418,1,DB04896
DB00191,1,DB01174
DB04908,1,DB09118
DB00434,1,DB01367
DB01026,1,DB01220
DB00752,1,DB06204
DB00408,1,DB01200
DB00273,1,DB00748
DB00418,1,DB01340
DB00715,1,DB09038
DB00196,1,DB00468
DB06616,1,DB09118
DB00454,1,DB00904
DB06290,1,DB09027
DB00493,1,DB01032
DB01026,1,DB04841
DB00618,1,DB09275
DB00307,1,DB08881
DB08864,1,DB08874
DB00908,1,DB01263
DB00366,1,DB09072
DB00425,1,DB01026
DB00790,1,DB00876
DB00343,1,DB01356
DB00657,1,DB01017
DB00688,1,DB01604
DB00872,1,DB06290
DB06636,1,DB09128
DB00193,1,DB04884
DB01211,1,DB08899
DB00363,1,DB00697
DB00671,1,DB09268
DB01618,1,DB09068
DB00201,1,DB01407
DB01229,1,DB09054
DB00338,1,DB00864
DB00193,1,DB01026
DB00341,1,DB09076
DB00588,1,DB09063
DB00559,1,DB00570
DB00657,1,DB01124
DB00704,1,DB00899
DB00687,1,DB00783
DB08824,1,DB08918
DB00661,1,DB09079
DB00277,1,DB08931
DB00875,1,DB08897
DB00619,1,DB09065
DB00449,1,DB00571
DB00673,1,DB01394
DB04855,1,DB06335
DB00224,1,DB00912
DB00321,1,DB01063
DB00648,1,DB06708
DB00691,1,DB09276
DB01242,1,DB09039
DB00717,1,DB00982
DB01095,1,DB01241
DB00612,1,DB06717
DB06287,1,DB09477
DB00957,1,DB01418
DB00834,1,DB00915
DB00935,1,DB01274
DB00311,1,DB00945
DB00927,1,DB01273
DB00322,1,DB01120
DB00344,1,DB01409
DB00448,1,DB06817
DB00280,1,DB00715
DB01058,1,DB02703
DB00281,1,DB09054
DB00452,1,DB01339
DB00246,1,DB00564
DB00363,1,DB00918
DB01591,1,DB08897
DB00186,1,DB06204
DB00398,1,DB00762
DB00835,1,DB08893
DB01590,1,DB08827
DB00687,1,DB08873
DB00331,1,DB04839
DB00391,1,DB01247
DB01156,1,DB01273
DB00474,1,DB00957
DB00758,1,DB00884
DB00284,1,DB02901
DB00285,1,DB00503
DB00402,1,DB00872
DB00266,1,DB06695
DB00343,1,DB08867
DB00282,1,DB03615
DB00813,1,DB01021
DB00268,1,DB00341
DB01394,1,DB04908
DB00216,1,DB09042
DB00220,1,DB08865
DB00951,1,DB09288
DB00091,1,DB06413
DB00368,1,DB01168
DB00618,1,DB09146
DB00204,1,DB00489
DB00565,1,DB01172
DB00331,1,DB08947
DB00382,1,DB01501
DB01229,1,DB09073
DB00266,1,DB00715
DB00708,1,DB00972
DB00972,1,DB01202
DB01120,1,DB04339
DB00682,1,DB01026
DB00625,1,DB01131
DB00374,1,DB01104
DB01017,1,DB09267
DB01178,1,DB01233
DB01082,1,DB01600
DB00404,1,DB00484
DB00402,1,DB01254
DB09053,1,DB09073
DB00258,1,DB00468
DB00252,1,DB08864
DB01074,1,DB11093
DB00206,1,DB09027
DB00831,1,DB06288
DB00280,1,DB00872
DB00490,1,DB02703
DB01232,1,DB08439
DB00912,1,DB06216
DB00497,1,DB01560
DB00559,1,DB01045
DB00864,1,DB01600
DB00831,1,DB08880
DB01192,1,DB05271
DB00503,1,DB09063
DB00307,1,DB05239
DB00619,1,DB00661
DB00648,1,DB01100
DB00279,1,DB06724
DB00252,1,DB00619
DB00653,1,DB01142
DB00924,1,DB01247
DB00684,1,DB00948
DB01609,1,DB05676
DB00206,1,DB00715
DB00714,1,DB00889
DB01166,1,DB09054
DB00607,1,DB06335
DB00313,1,DB00334
DB00953,1,DB01623
DB00601,1,DB00904
DB00331,1,DB09134
DB00282,1,DB00712
DB00216,1,DB00875
DB00224,1,DB06203
DB00476,1,DB04861
DB01144,1,DB01353
DB00861,1,DB00864
DB00468,1,DB00575
DB01560,1,DB09104
DB00278,1,DB01254
DB00289,1,DB01576
DB00346,1,DB01263
DB00191,1,DB09082
DB00985,1,DB01041
DB00945,1,DB08816
DB00877,1,DB01167
DB00252,1,DB00528
DB00214,1,DB00318
DB00692,1,DB01143
DB01263,1,DB08903
DB00387,1,DB01173
DB01149,1,DB09048
DB00530,1,DB00582
DB01195,1,DB09083
DB00847,1,DB06723
DB00741,1,DB09220
DB00584,1,DB01235
DB01234,1,DB01377
DB00745,1,DB06717
DB01590,1,DB08933
DB00321,1,DB01560
DB06772,1,DB08895
DB00091,1,DB00390
DB00395,1,DB00450
DB00933,1,DB01151
DB00722,1,DB01355
DB00615,1,DB01609
DB00295,1,DB00341
DB00450,1,DB00748
DB00571,1,DB01353
DB01254,1,DB06603
DB00373,1,DB01238
DB00195,1,DB01614
DB00898,1,DB09042
DB00344,1,DB00672
DB00492,1,DB00734
DB00199,1,DB00661
DB00752,1,DB00852
DB06695,1,DB08893
DB00472,1,DB01239
DB00211,1,DB00321
DB00977,1,DB06201
DB00502,1,DB09034
DB00454,1,DB01614
DB00289,1,DB00935
DB00880,1,DB01356
DB00844,1,DB06274
DB00490,1,DB06290
DB00382,1,DB01173
DB01166,1,DB09118
DB00206,1,DB01247
DB00268,1,DB00950
DB00470,1,DB01095
DB00412,1,DB08899
DB01167,1,DB01215
DB00653,1,DB01017
DB00312,1,DB04920
DB00320,1,DB00408
DB00250,1,DB09274
DB00358,1,DB01238
DB00594,1,DB01192
DB00188,1,DB00665
DB00661,1,DB08865
DB01014,1,DB01600
DB00476,1,DB00722
DB00220,1,DB00656
DB00608,1,DB02703
DB01038,1,DB01255
DB00470,1,DB01064
DB00682,1,DB01061
DB00175,1,DB00266
DB00675,1,DB08893
DB00765,1,DB00956
DB00091,1,DB00559
DB00972,1,DB04908
DB00387,1,DB00455
DB04868,1,DB08820
DB01232,1,DB08882
DB00706,1,DB08873
DB00780,1,DB01069
DB00875,1,DB01175
DB00541,1,DB09063
DB00625,1,DB09102
DB00201,1,DB00569
DB00405,1,DB01560
DB00331,1,DB00860
DB00503,1,DB06589
DB01167,1,DB09118
DB05812,1,DB06480
DB00682,1,DB01264
DB01403,1,DB09555
DB01351,1,DB08883
DB00035,1,DB00991
DB00307,1,DB01591
DB00732,1,DB01010
DB00295,1,DB00898
DB01021,1,DB01069
DB00564,1,DB00820
DB00968,1,DB01171
DB01045,1,DB06636
DB00752,1,DB00816
DB01149,1,DB05812
DB00816,1,DB01037
DB00243,1,DB00559
DB00437,1,DB06724
DB00252,1,DB00316
DB00215,1,DB00974
DB00324,1,DB09067
DB00366,1,DB08883
DB01098,1,DB01167
DB01207,1,DB09075
DB00349,1,DB00898
DB00204,1,DB05521
DB00524,1,DB00611
DB00519,1,DB01592
DB01026,1,DB09073
DB00363,1,DB06201
DB00502,1,DB08820
DB00370,1,DB01623
DB00615,1,DB01182
DB00358,1,DB00837
DB00220,1,DB00829
DB00921,1,DB01221
DB00938,1,DB09048
DB00564,1,DB00740
DB01288,1,DB06704
DB00503,1,DB04938
DB01403,1,DB01579
DB00543,1,DB01618
DB00363,1,DB00537
DB00240,1,DB09063
DB00635,1,DB00732
DB00344,1,DB06144
DB01149,1,DB04938
DB01394,1,DB09053
DB00295,1,DB01175
DB00908,1,DB08815
DB00543,1,DB09272
DB00243,1,DB00734
DB00621,1,DB00834
DB00615,1,DB04845
DB01016,1,DB01169
DB00275,1,DB09282
DB00717,1,DB01072
DB00615,1,DB00675
DB00610,1,DB00865
DB00193,1,DB00998
DB01656,1,DB09073
DB00006,1,DB03619
DB00979,1,DB09271
DB00898,1,DB01069
DB00433,1,DB01149
DB00794,1,DB00990
DB01264,1,DB05109
DB00523,1,DB02703
DB00557,1,DB01242
DB00181,1,DB00949
DB01012,1,DB09054
DB00452,1,DB00861
DB00187,1,DB00436
DB00605,1,DB06695
DB00310,1,DB00346
DB00285,1,DB05812
DB00753,1,DB00898
DB05521,1,DB09063
DB06702,1,DB09290
DB00381,1,DB00728
DB00328,1,DB01172
DB00501,1,DB00758
DB06335,1,DB09119
DB00381,1,DB01026
DB01656,1,DB08880
DB00918,1,DB01233
DB01165,1,DB06769
DB00499,1,DB01254
DB00186,1,DB01558
DB00780,1,DB09271
DB00204,1,DB01233
DB01024,1,DB01397
DB01072,1,DB01098
DB00752,1,DB01623
DB00813,1,DB06636
DB00734,1,DB01278
DB01021,1,DB01291
DB00408,1,DB00564
DB00420,1,DB04871
DB00449,1,DB00960
DB00623,1,DB01255
DB00316,1,DB00935
DB00321,1,DB00382
DB00715,1,DB01623
DB00865,1,DB01577
DB05521,1,DB09143
DB00912,1,DB01251
DB01173,1,DB01409
DB00344,1,DB00623
DB00165,1,DB01174
DB00243,1,DB01264
DB00540,1,DB09220
DB00872,1,DB06413
DB00468,1,DB00672
DB00698,1,DB01059
DB00307,1,DB00956
DB00237,1,DB01357
DB06589,1,DB08912
DB00366,1,DB01215
DB00285,1,DB00502
DB00980,1,DB01241
DB00927,1,DB01263
DB01037,1,DB06144
DB00393,1,DB09118
DB08873,1,DB08918
DB00979,1,DB01409
DB00904,1,DB01367
DB00204,1,DB00351
DB06290,1,DB08880
DB01232,1,DB01590
DB00595,1,DB11126
DB00850,1,DB01409
DB00872,1,DB01238
DB00181,1,DB01198
DB01175,1,DB01267
DB01072,1,DB05521
DB00266,1,DB00759
DB00413,1,DB01351
DB04868,1,DB09143
DB08873,1,DB09143
DB01174,1,DB08820
DB00841,1,DB06711
DB00163,1,DB00569
DB00783,1,DB08907
DB00263,1,DB00675
DB00207,1,DB00266
DB00215,1,DB06589
DB01167,1,DB01267
DB00295,1,DB00771
DB06413,1,DB09042
DB00182,1,DB01171
DB00422,1,DB01239
DB00206,1,DB00540
DB01026,1,DB06176
DB00176,1,DB00875
DB00557,1,DB01621
DB00381,1,DB00956
DB01098,1,DB01393
DB00446,1,DB04908
DB00450,1,DB00494
DB00252,1,DB00450
DB00014,1,DB00270
DB00673,1,DB08865
DB00692,1,DB01427
DB01142,1,DB01264
DB01174,1,DB06605
DB01591,1,DB06148
DB00220,1,DB08912
DB00349,1,DB06204
DB00091,1,DB01244
DB00390,1,DB09083
DB01354,1,DB01359
DB01016,1,DB01261
DB00374,1,DB00465
DB00603,1,DB06335
DB00989,1,DB01136
DB00475,1,DB00486
DB01072,1,DB04908
DB00741,1,DB01232
DB00014,1,DB06216
DB00835,1,DB09271
DB00388,1,DB01064
DB00682,1,DB01294
DB01045,1,DB08930
DB00864,1,DB06772
DB00653,1,DB00710
DB00988,1,DB06701
DB00243,1,DB00783
DB00277,1,DB00822
DB00834,1,DB01274
DB00490,1,DB00752
DB00575,1,DB06704
DB00700,1,DB08865
DB00543,1,DB00780
DB00246,1,DB00315
DB00391,1,DB01356
DB08893,1,DB09049
DB01251,1,DB01403
DB00188,1,DB01418
DB00268,1,DB05246
DB00368,1,DB01255
DB00312,1,DB00921
DB01274,1,DB06704
DB00454,1,DB00898
DB00454,1,DB03880
DB01264,1,DB09083
DB01118,1,DB08868
DB00370,1,DB01238
DB00854,1,DB00999
DB00502,1,DB09073
DB00252,1,DB01132
DB00268,1,DB01621
DB00370,1,DB00434
DB00186,1,DB00190
DB00700,1,DB08820
DB00501,1,DB09039
DB00537,1,DB00563
DB00864,1,DB04905
DB01416,1,DB01418
DB00582,1,DB00762
DB00673,1,DB06237
DB00673,1,DB01224
DB00367,1,DB08794
DB01244,1,DB11110
DB00726,1,DB00956
DB00465,1,DB09285
DB00813,1,DB04842
DB04844,1,DB09128
DB01175,1,DB06228
DB00706,1,DB04825
DB00320,1,DB00831
DB00277,1,DB01064
DB00673,1,DB08932
DB05246,1,DB09117
DB00193,1,DB00216
DB00389,1,DB01418
DB00503,1,DB08860
DB00531,1,DB01072
DB00934,1,DB06603
DB00215,1,DB00285
DB00193,1,DB00472
DB00682,1,DB00946
DB00371,1,DB01083
DB01174,1,DB08816
DB01129,1,DB01576
DB00976,1,DB01074
DB01120,1,DB01124
DB04855,1,DB08868
DB01076,1,DB01118
DB00413,1,DB00540
DB00393,1,DB00857
DB00220,1,DB00802
DB00269,1,DB00860
DB00889,1,DB00934
DB00390,1,DB01136
DB00758,1,DB06414
DB00672,1,DB01072
DB00314,1,DB01337
DB01380,1,DB06717
DB00555,1,DB00565
DB00273,1,DB00393
DB00594,1,DB00794
DB00393,1,DB06413
DB00498,1,DB00823
DB01367,1,DB06288
DB00277,1,DB00690
DB00397,1,DB06413
DB00502,1,DB00898
DB00921,1,DB06153
DB00820,1,DB01045
DB00500,1,DB08976
DB00623,1,DB01168
DB01101,1,DB01320
DB00945,1,DB01050
DB00998,1,DB01178
DB00765,1,DB00933
DB00908,1,DB00976
DB00243,1,DB00648
DB00283,1,DB00470
DB00014,1,DB00215
DB00588,1,DB01556
DB00956,1,DB00990
DB00672,1,DB00726
DB00897,1,DB02703
DB00203,1,DB01613
DB01193,1,DB08896
DB00470,1,DB09300
DB00673,1,DB09054
DB00559,1,DB06616
DB00312,1,DB00316
DB00401,1,DB06207
DB00091,1,DB06589
DB01203,1,DB08895
DB00220,1,DB00912
DB00865,1,DB01618
DB01149,1,DB04855
DB01142,1,DB01224
DB00563,1,DB00712
DB00606,1,DB00921
DB00270,1,DB09220
DB00277,1,DB00379
DB00203,1,DB08873
DB00268,1,DB00747
DB00700,1,DB09282
DB00783,1,DB04876
DB00705,1,DB01182
DB00745,1,DB09273
DB00594,1,DB01119
DB00898,1,DB01081
DB08867,1,DB08899
DB01394,1,DB04905
DB00252,1,DB00555
DB00819,1,DB01194
DB01024,1,DB06723
DB00413,1,DB01215
DB00752,1,DB06203
DB01020,1,DB01609
DB01254,1,DB04817
DB00605,1,DB09053
DB00635,1,DB01251
DB00986,1,DB09271
DB00656,1,DB00679
DB00457,1,DB04884
DB08811,1,DB09072
DB01016,1,DB04339
DB00937,1,DB01193
DB00972,1,DB01041
DB00841,1,DB06707
DB00479,1,DB01603
DB00497,1,DB09118
DB00259,1,DB00657
DB00433,1,DB00921
DB01038,1,DB04896
DB00956,1,DB08816
DB00379,1,DB01100
DB00956,1,DB01142
DB00316,1,DB01008
DB00346,1,DB00368
DB00808,1,DB08882
DB00126,1,DB01395
DB01463,1,DB06700
DB00397,1,DB00841
DB00570,1,DB01097
DB06145,1,DB08933
DB00451,1,DB01083
DB00182,1,DB09042
DB00717,1,DB01351
DB01124,1,DB01264
DB01247,1,DB06698
DB00367,1,DB08883
DB00333,1,DB00887
DB00872,1,DB01624
DB00338,1,DB01418
DB00854,1,DB09117
DB00420,1,DB01021
DB00559,1,DB00834
DB00612,1,DB01614
DB00834,1,DB00949
DB00181,1,DB00854
DB01112,1,DB06723
DB01251,1,DB09128
DB00387,1,DB00981
DB00276,1,DB00337
DB00208,1,DB00623
DB00830,1,DB00938
DB00349,1,DB08826
DB00871,1,DB00945
DB03619,1,DB09030
DB00450,1,DB05246
DB06695,1,DB08865
DB00181,1,DB00726
DB00312,1,DB00446
DB00193,1,DB01021
DB00612,1,DB01609
DB09119,1,DB09123
DB00673,1,DB01254
DB00312,1,DB00823
DB00582,1,DB01268
DB00696,1,DB01233
DB00252,1,DB00990
DB01551,1,DB01577
DB00623,1,DB00765
DB01016,1,DB01124
DB01264,1,DB09118
DB00642,1,DB08895
DB00932,1,DB02659
DB00705,1,DB04861
DB00959,1,DB01264
DB00237,1,DB00968
DB00196,1,DB01234
DB00559,1,DB06210
DB00332,1,DB01365
DB00938,1,DB01021
DB00199,1,DB08882
DB00476,1,DB01063
DB00875,1,DB01149
DB00211,1,DB00277
DB00565,1,DB01054
DB00759,1,DB05528
DB00802,1,DB00976
DB00263,1,DB00678
DB01233,1,DB01614
DB00211,1,DB00696
DB01017,1,DB01377
DB00593,1,DB01609
DB00582,1,DB01427
DB00486,1,DB06153
DB00177,1,DB00783
DB06717,1,DB09074
DB00484,1,DB04837
DB00686,1,DB00758
DB01418,1,DB06206
DB00834,1,DB09048
DB00332,1,DB00388
DB01151,1,DB01356
DB01020,1,DB06717
DB01100,1,DB05521
DB00672,1,DB00934
DB00991,1,DB09214
DB00682,1,DB06717
DB01168,1,DB09242
DB00252,1,DB08901
DB00472,1,DB01238
DB00310,1,DB01124
DB00726,1,DB00816
DB00668,1,DB00983
DB00344,1,DB09065
DB01263,1,DB09128
DB00742,1,DB00798
DB00722,1,DB01590
DB00193,1,DB06684
DB00191,1,DB06288
DB00307,1,DB01223
DB01136,1,DB06603
DB01182,1,DB01418
DB00422,1,DB00780
DB00559,1,DB06207
DB00266,1,DB04911
DB00401,1,DB01351
DB00672,1,DB01590
DB00852,1,DB09042
DB00268,1,DB00395
DB00519,1,DB00697
DB00530,1,DB09054
DB00346,1,DB00524
DB00425,1,DB00648
DB01041,1,DB09555
DB00449,1,DB00726
DB00648,1,DB01254
DB01609,1,DB09401
DB00907,1,DB09054
DB00381,1,DB09104
DB01256,1,DB01264
DB00472,1,DB01356
DB00673,1,DB09083
DB00798,1,DB01603
DB00883,1,DB08912
DB00684,1,DB00887
DB00490,1,DB00921
DB00582,1,DB00700
DB00204,1,DB00346
DB01395,1,DB08907
DB00202,1,DB00813
DB00784,1,DB01254
DB00363,1,DB00648
DB01128,1,DB04908
DB00258,1,DB01244
DB01241,1,DB09272
DB01167,1,DB01624
DB00263,1,DB01074
DB01106,1,DB08893
DB00186,1,DB00715
DB00367,1,DB01601
DB00335,1,DB00780
DB00418,1,DB00823
DB00176,1,DB09211
DB00618,1,DB01377
DB00717,1,DB00932
DB00204,1,DB00344
DB00204,1,DB02546
DB00794,1,DB09053
DB00486,1,DB00593
DB00619,1,DB00648
DB00196,1,DB01222
DB00215,1,DB06290
DB00366,1,DB01171
DB00370,1,DB00909
DB01082,1,DB01603
DB00215,1,DB06402
DB00625,1,DB06697
DB01158,1,DB01182
DB00742,1,DB01082
DB00996,1,DB09104
DB01017,1,DB01224
DB01294,1,DB01418
DB00014,1,DB04868
DB01184,1,DB04855
DB00331,1,DB06637
DB00503,1,DB01229
DB00734,1,DB01158
DB00391,1,DB06684
DB01607,1,DB03615
DB00222,1,DB01261
DB05521,1,DB06209
DB00976,1,DB09030
DB00203,1,DB00440
DB00450,1,DB04896
DB00323,1,DB08883
DB00530,1,DB08873
DB06695,1,DB08820
DB00295,1,DB01203
DB00673,1,DB08820
DB01101,1,DB01136
DB00557,1,DB05246
DB00743,1,DB00834
DB01403,1,DB06216
DB01590,1,DB02703
DB09104,1,DB09275
DB00201,1,DB00310
DB00983,1,DB09059
DB00318,1,DB01242
DB00806,1,DB01029
DB00708,1,DB00715
DB00412,1,DB00755
DB00180,1,DB00880
DB00649,1,DB00997
DB00391,1,DB00813
DB00289,1,DB00907
DB00252,1,DB08811
DB00503,1,DB00623
DB00461,1,DB01032
DB00204,1,DB00556
DB06441,1,DB09053
DB00270,1,DB01351
DB00839,1,DB01110
DB00767,1,DB01104
DB00177,1,DB01119
DB00615,1,DB09073
DB00615,1,DB00908
DB00490,1,DB06288
DB00408,1,DB00983
DB00177,1,DB00310
DB00765,1,DB00962
DB01609,1,DB06781
DB00932,1,DB01251
DB01351,1,DB05271
DB01115,1,DB01174
DB00422,1,DB00623
DB00989,1,DB03128
DB00391,1,DB06723
DB00853,1,DB01656
DB00201,1,DB06213
DB00683,1,DB00932
DB00871,1,DB00937
DB00933,1,DB00953
DB00241,1,DB01064
DB00726,1,DB06148
DB01106,1,DB09271
DB00180,1,DB05521
DB00266,1,DB00607
DB00310,1,DB09220
DB00880,1,DB01070
DB00233,1,DB01144
DB00490,1,DB08820
DB00457,1,DB09242
DB00406,1,DB09268
DB00494,1,DB00557
DB00493,1,DB00798
DB00672,1,DB06663
DB00542,1,DB00993
DB00243,1,DB08889
DB00918,1,DB01178
DB00502,1,DB01356
DB00780,1,DB01267
DB00539,1,DB01149
DB01068,1,DB08933
DB01416,1,DB06723
DB00549,1,DB01136
DB00474,1,DB08867
DB09063,1,DB09262
DB01319,1,DB06684
DB00502,1,DB06717
DB00661,1,DB01222
DB00317,1,DB01254
DB00325,1,DB01119
DB00344,1,DB09072
DB00199,1,DB01427
DB01403,1,DB06201
DB00679,1,DB08883
DB00214,1,DB08907
DB00402,1,DB02703
DB00715,1,DB01589
DB00422,1,DB00508
DB00986,1,DB01021
DB00163,1,DB01418
DB01017,1,DB01267
DB00176,1,DB00851
DB06605,1,DB09030
DB00715,1,DB01136
DB01221,1,DB06201
DB00420,1,DB00476
DB01014,1,DB08976
DB01377,1,DB01427
DB00695,1,DB00813
DB00332,1,DB00924
DB06216,1,DB09072
DB06589,1,DB08895
DB00264,1,DB00705
DB00224,1,DB01100
DB00396,1,DB09049
DB00648,1,DB01036
DB00440,1,DB06799
DB00933,1,DB01255
DB00983,1,DB01556
DB01267,1,DB04844
DB00502,1,DB00514
DB06153,1,DB08893
DB01106,1,DB08883
DB00203,1,DB08820
DB01136,1,DB06616
DB00289,1,DB00449
DB06702,1,DB09039
DB00962,1,DB01041
DB06702,1,DB06717
DB00906,1,DB09054
DB00288,1,DB09067
DB00333,1,DB09128
DB00630,1,DB00798
DB00696,1,DB01063
DB00364,1,DB00910
DB00468,1,DB00489
DB01274,1,DB09042
DB00246,1,DB01037
DB00862,1,DB06290
DB00266,1,DB00559
DB00307,1,DB00641
DB01098,1,DB06723
DB00841,1,DB01193
DB00642,1,DB01600
DB00418,1,DB00814
DB01247,1,DB09242
DB00898,1,DB01142
DB00625,1,DB06335
DB00465,1,DB00700
DB00308,1,DB09083
DB01377,1,DB08934
DB00682,1,DB06730
DB00672,1,DB04839
DB00564,1,DB01018
DB09053,1,DB09054
DB06636,1,DB09039
DB00661,1,DB08881
DB00388,1,DB00830
DB00700,1,DB00788
DB08916,1,DB09280
DB00635,1,DB01264
DB00370,1,DB00962
DB00237,1,DB00254
DB01264,1,DB01624
DB01100,1,DB01232
DB00948,1,DB01082
DB00569,1,DB01175
DB00571,1,DB01354
DB00450,1,DB00918
DB01593,1,DB06824
DB00343,1,DB00677
DB06702,1,DB08897
DB00956,1,DB01221
DB00819,1,DB01399
DB00215,1,DB00477
DB00316,1,DB01032
DB00006,1,DB09030
DB00269,1,DB00687
DB00708,1,DB01203
DB00252,1,DB06772
DB01184,1,DB01263
DB00700,1,DB00834
DB00193,1,DB00679
DB00390,1,DB01250
DB00327,1,DB00606
DB00621,1,DB01067
DB00714,1,DB06288
DB00224,1,DB00559
DB00216,1,DB01026
DB01577,1,DB06144
DB00337,1,DB00635
DB00315,1,DB00409
DB08872,1,DB08883
DB01174,1,DB08907
DB00312,1,DB00540
DB00422,1,DB00433
DB09026,1,DB09477
DB00956,1,DB01041
DB00270,1,DB00607
DB00250,1,DB01201
DB00687,1,DB01294
DB01193,1,DB01579
DB00331,1,DB01232
DB00660,1,DB00972
DB00672,1,DB01169
DB00434,1,DB05271
DB00420,1,DB01171
DB00207,1,DB00342
DB00476,1,DB00819
DB00492,1,DB01390
DB00214,1,DB01397
DB00622,1,DB01026
DB00975,1,DB01030
DB00594,1,DB00734
DB00196,1,DB01120
DB01009,1,DB01014
DB00177,1,DB00492
DB01656,1,DB06813
DB00648,1,DB00904
DB00384,1,DB09477
DB00350,1,DB00806
DB00912,1,DB01590
DB04868,1,DB09104
DB00813,1,DB01267
DB00177,1,DB00232
DB00741,1,DB06724
DB00387,1,DB00652
DB00437,1,DB00887
DB00384,1,DB00497
DB01224,1,DB04896
DB01234,1,DB02703
DB01247,1,DB01624
DB00176,1,DB01239
DB00415,1,DB00798
DB00418,1,DB00682
DB00209,1,DB00332
DB00397,1,DB00935
DB00696,1,DB00889
DB00218,1,DB09083
DB01020,1,DB04884
DB00349,1,DB00651
DB00816,1,DB00938
DB00706,1,DB00780
DB00571,1,DB01590
DB01251,1,DB01590
DB00215,1,DB01238
DB00686,1,DB01600
DB00500,1,DB01395
DB00472,1,DB01115
DB01501,1,DB09272
DB00295,1,DB00808
DB00153,1,DB01070
DB00280,1,DB01026
DB00620,1,DB00912
DB01075,1,DB01278
DB00295,1,DB01144
DB00295,1,DB01288
DB00489,1,DB00752
DB00554,1,DB06696
DB00621,1,DB00738
DB00499,1,DB06717
DB00346,1,DB00820
DB00997,1,DB09048
DB06698,1,DB09080
DB00178,1,DB00752
DB00227,1,DB01394
DB00945,1,DB01397
DB00381,1,DB08827
DB00731,1,DB00780
DB01232,1,DB06207
DB00203,1,DB09118
DB00695,1,DB00955
DB00477,1,DB06700
DB00343,1,DB01100
DB00555,1,DB00564
DB00176,1,DB00208
DB00460,1,DB00880
DB01211,1,DB08439
DB00625,1,DB08912
DB04855,1,DB08815
DB00472,1,DB00758
DB00625,1,DB09291
DB00610,1,DB01223
DB01149,1,DB01256
DB00960,1,DB00975
DB00176,1,DB01182
DB01278,1,DB04843
DB00818,1,DB01403
DB00333,1,DB00366
DB00191,1,DB00841
DB00529,1,DB00955
DB00346,1,DB01136
DB00528,1,DB01162
DB00762,1,DB00976
DB00871,1,DB01021
DB00391,1,DB06724
DB01232,1,DB08931
DB00337,1,DB05521
DB00559,1,DB09291
DB00193,1,DB00898
DB00877,1,DB01609
DB00953,1,DB01463
DB00363,1,DB00458
DB01609,1,DB09101
DB01192,1,DB08883
DB00166,1,DB11126
DB00315,1,DB01063
DB01124,1,DB09009
DB01041,1,DB01267
DB06414,1,DB08912
DB00601,1,DB01235
DB00604,1,DB09073
DB00337,1,DB01167
DB06413,1,DB09118
DB00418,1,DB00876
DB00370,1,DB00660
DB04839,1,DB09054
DB00257,1,DB00697
DB01621,1,DB09117
DB00311,1,DB00819
DB01142,1,DB01353
DB00427,1,DB01288
DB00450,1,DB06700
DB00368,1,DB06704
DB00976,1,DB06684
DB00035,1,DB00321
DB00564,1,DB01211
DB00798,1,DB01009
DB00661,1,DB06237
DB01024,1,DB01377
DB00564,1,DB08916
DB00653,1,DB09117
DB00014,1,DB01233
DB00881,1,DB01208
DB00176,1,DB06605
DB00252,1,DB00641
DB01126,1,DB09065
DB00601,1,DB01267
DB00953,1,DB01224
DB00934,1,DB00972
DB00222,1,DB04839
DB01045,1,DB04825
DB00196,1,DB04938
DB00187,1,DB00297
DB00334,1,DB00366
DB00618,1,DB01147
DB00595,1,DB09320
DB00295,1,DB00999
DB00863,1,DB09280
DB00343,1,DB00474
DB01623,1,DB08897
DB00184,1,DB01174
DB00178,1,DB00780
DB00974,1,DB08816
DB01115,1,DB01355
DB00224,1,DB00619
DB01253,1,DB09054
DB00880,1,DB01353
DB00921,1,DB01168
DB00696,1,DB01239
DB00091,1,DB00794
DB00420,1,DB01175
DB00997,1,DB05521
DB00233,1,DB00687
DB00408,1,DB01175
DB00465,1,DB04865
DB00366,1,DB00956
DB08815,1,DB09073
DB00796,1,DB06212
DB00622,1,DB08827
DB00501,1,DB01072
DB01407,1,DB09042
DB00606,1,DB00813
DB00420,1,DB00956
DB00182,1,DB06707
DB01015,1,DB08907
DB00323,1,DB00668
DB00307,1,DB00317
DB00603,1,DB01601
DB00732,1,DB01627
DB00421,1,DB00813
DB00964,1,DB01247
DB01097,1,DB01136
DB00343,1,DB03880
DB01184,1,DB09083
DB00780,1,DB01162
DB00485,1,DB00688
DB00413,1,DB00906
DB00741,1,DB06335
DB00344,1,DB00904
DB00820,1,DB01211
DB00206,1,DB00908
DB00458,1,DB01278
DB01167,1,DB01222
DB09054,1,DB09227
DB00692,1,DB00862
DB00434,1,DB00470
DB08881,1,DB09049
DB00321,1,DB00604
DB00423,1,DB01017
DB01026,1,DB01591
DB00651,1,DB08931
DB00490,1,DB00831
DB00312,1,DB01403
DB00502,1,DB08883
DB00726,1,DB01463
DB00414,1,DB01120
DB00656,1,DB00889
DB00199,1,DB00912
DB00309,1,DB04868
DB00708,1,DB04861
DB01288,1,DB01407
DB01032,1,DB01060
DB01095,1,DB05521
DB00460,1,DB01128
DB01050,1,DB01207
DB00215,1,DB00875
DB00337,1,DB01222
DB00945,1,DB01193
DB00204,1,DB06697
